MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Id,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Mo Sold,SalePrice,Age,Remod Age,Garage Age,Total Area,OverallQual & GrLivArea,GarageArea & Cars,Age & RemodAge,FullBath & RmsAbvGrd
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,4,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,GdWo,None,WD ,1146,20,0.0,7153,6,5,88.0,1200.0,0.0,78.0,1278.0,1294,0,0,1294,1.0,0.0,2,0,3,1,6,0,2.0,496.0,112,51,0,0,0,0,6,179200,20,20,20.0,10472.0,7764,992.0,400,12
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,New,2105,20,68.0,8814,7,5,80.0,925.0,0.0,349.0,1274.0,1274,0,0,1274,1.0,0.0,2,0,3,1,6,0,2.0,508.0,264,98,0,0,0,0,1,203000,6,4,6.0,12312.0,8918,1016.0,24,12
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,New,1786,20,83.0,9849,7,6,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,0.0,0.0,2,0,3,1,7,0,3.0,954.0,0,56,0,0,0,0,6,248328,4,4,4.0,14237.0,11823,2862.0,16,14
RL,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,5,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,0,Attchd,Fin,3,TA,Y,None,None,None,WD ,961,20,79.0,14463,9,5,406.0,1115.0,0.0,526.0,1641.0,1641,0,0,1641,1.0,0.0,2,0,3,1,7,0,3.0,885.0,0,95,0,0,0,0,1,316500,3,3,3.0,19131.0,14769,2655.0,9,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Plywood,None,3,TA,CBlock,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,4,Attchd,Unf,3,TA,Y,None,None,None,WD ,1405,50,50.0,5190,7,5,0.0,0.0,0.0,570.0,570.0,617,462,0,1079,0.0,0.0,1,0,2,1,5,1,1.0,249.0,135,0,0,0,0,0,1,125600,63,61,63.0,7223.0,7553,249.0,3843,5
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,4,TA,CBlock,TA,TA,No,Rec,Unf,GasA,4,Y,SBrkr,2,Typ,0,Detchd,Unf,3,TA,N,None,None,None,WD ,1324,20,65.0,9750,5,6,164.0,200.0,0.0,784.0,984.0,984,0,0,984,1.0,0.0,1,0,2,1,5,0,1.0,308.0,0,0,0,0,0,0,6,110000,52,52,52.0,12190.0,4920,308.0,2704,5
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,4,TA,PConc,TA,TA,No,ALQ,Unf,GasA,4,Y,FuseA,2,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1986,30,50.0,6000,4,4,0.0,250.0,0.0,710.0,960.0,960,0,0,960,0.0,0.0,1,0,2,1,5,0,1.0,308.0,0,0,168,0,0,0,7,108500,91,61,14.0,8396.0,3840,308.0,5551,5
C (all),Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,3,N,FuseA,2,Typ,0,Basment,Unf,3,TA,N,None,None,Shed,WD ,307,20,66.0,8712,5,5,0.0,0.0,0.0,540.0,540.0,1044,0,0,1044,0.0,0.0,1,0,2,1,4,0,2.0,504.0,0,0,0,0,0,0,6,55993,59,59,59.0,10800.0,5220,1008.0,3481,4
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,5,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Detchd,Unf,3,TA,Y,None,None,None,WD ,180,50,69.0,11851,5,7,0.0,780.0,0.0,247.0,1027.0,1027,606,0,1633,0.0,0.0,1,0,3,1,7,1,1.0,240.0,0,100,126,0,0,0,6,129000,63,2,63.0,14977.0,8165,240.0,126,7
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,TA,CBlock,Gd,Gd,No,GLQ,LwQ,GasA,4,Y,SBrkr,4,Typ,3,Attchd,Unf,3,TA,Y,None,None,None,WD ,2896,20,54.0,13811,6,6,72.0,980.0,40.0,92.0,1112.0,1137,0,0,1137,1.0,0.0,2,0,2,1,5,1,2.0,551.0,125,0,0,0,0,0,7,176000,24,24,24.0,16808.0,6822,1102.0,576,10
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,TA,CBlock,TA,TA,No,Rec,Unf,GasA,2,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,GdWo,None,WD ,668,20,83.0,10143,6,7,295.0,384.0,0.0,996.0,1380.0,1380,0,0,1380,0.0,0.0,1,1,3,1,6,0,1.0,364.0,0,0,0,0,216,0,6,154000,48,48,48.0,13778.0,8280,364.0,2304,6
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,HdBoard,BrkFace,5,Gd,CBlock,Gd,Gd,Av,GLQ,Rec,GasA,5,Y,SBrkr,4,Typ,2,Attchd,Unf,3,TA,Y,None,None,None,WD ,1582,20,93.0,18265,6,5,228.0,920.0,60.0,276.0,1256.0,1256,0,0,1256,0.0,0.0,2,0,3,1,6,1,2.0,578.0,282,0,0,0,0,0,3,180000,25,25,25.0,21865.0,7536,1156.0,625,12
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,3,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,1,Attchd,Fin,3,TA,Y,None,MnPrv,None,WD ,2285,120,44.0,4224,5,5,0.0,874.0,0.0,268.0,1142.0,1142,0,0,1142,1.0,0.0,1,1,3,1,6,1,2.0,528.0,536,90,0,0,0,0,8,134000,35,35,35.0,7662.0,5710,1056.0,1225,6
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,3,TA,CBlock,TA,Gd,Av,ALQ,Unf,GasA,3,Y,SBrkr,4,Typ,4,Attchd,Unf,3,TA,Y,None,MnPrv,None,WD ,2079,20,84.0,12615,6,7,0.0,477.0,0.0,725.0,1202.0,2158,0,0,2158,1.0,0.0,2,0,4,1,7,1,2.0,576.0,0,29,39,0,0,0,6,243000,61,10,61.0,16619.0,12948,1152.0,610,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,2272,20,85.0,14536,8,5,236.0,1300.0,0.0,316.0,1616.0,1629,0,0,1629,1.0,0.0,2,0,3,1,9,1,3.0,808.0,0,252,0,0,0,0,11,270000,9,8,9.0,19077.0,13032,2424.0,72,18
RL,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,3,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,2250,20,71.0,9187,6,5,0.0,336.0,0.0,748.0,1084.0,1080,0,0,1080,0.0,0.0,1,1,3,1,5,0,2.0,484.0,120,0,158,0,0,0,6,134000,28,28,28.0,12113.0,6480,968.0,784,5
RL,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,5,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,502,60,90.0,9900,7,5,256.0,987.0,0.0,360.0,1347.0,1372,1274,0,2646,1.0,0.0,2,1,4,1,9,1,3.0,656.0,340,60,144,0,0,0,4,260000,18,18,18.0,15349.0,18522,1968.0,324,18
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,4,TA,PConc,Gd,TA,No,Unf,Unf,GasA,4,Y,SBrkr,4,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,2166,60,64.0,8333,7,5,0.0,0.0,0.0,738.0,738.0,738,753,0,1491,0.0,0.0,2,1,3,1,7,1,2.0,484.0,100,30,0,0,0,0,5,168675,5,5,5.0,11176.0,10437,968.0,25,14
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,TA,PConc,Gd,TA,No,LwQ,Unf,GasA,4,Y,SBrkr,3,Typ,3,BuiltIn,Fin,3,TA,Y,None,MnPrv,None,WD ,1622,80,0.0,10147,6,5,32.0,186.0,0.0,206.0,392.0,924,770,0,1694,0.0,0.0,2,1,3,1,7,1,2.0,398.0,256,64,0,0,0,0,3,160000,17,17,17.0,12983.0,10164,796.0,289,14
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,HdBoard,None,4,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,4,Y,SBrkr,4,Typ,0,None,None,0,None,N,None,None,None,WD ,1299,50,44.0,5914,5,9,0.0,0.0,0.0,684.0,684.0,684,396,0,1080,0.0,0.0,1,0,3,1,5,0,0.0,0.0,0,165,30,0,0,0,9,95000,121,15,121.0,7873.0,5400,0.0,1815,5
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,832,60,79.0,11646,6,5,0.0,0.0,0.0,704.0,704.0,704,718,0,1422,0.0,0.0,2,1,3,1,7,1,2.0,440.0,36,28,0,0,0,0,7,173000,6,5,6.0,14276.0,8532,880.0,30,14
FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,New,2470,20,60.0,7200,7,5,0.0,0.0,0.0,1293.0,1293.0,1301,0,0,1301,1.0,0.0,2,0,2,1,5,1,2.0,572.0,216,121,0,0,0,0,8,187750,5,5,5.0,10703.0,9107,1144.0,25,10
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,4,Gd,CBlock,Gd,TA,No,Unf,Unf,GasA,4,Y,SBrkr,3,Typ,3,Attchd,Fin,3,TA,Y,None,MnPrv,None,WD ,1017,60,46.0,20544,7,6,123.0,0.0,0.0,791.0,791.0,1236,857,0,2093,0.0,0.0,2,1,3,1,7,1,2.0,542.0,364,63,0,0,0,0,11,215000,25,20,25.0,24520.0,14651,1084.0,500,14
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,4,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,4,Y,SBrkr,3,Typ,0,Attchd,RFn,3,TA,Y,None,MnPrv,None,WD ,1384,20,0.0,9981,5,5,340.0,221.0,0.0,852.0,1073.0,1073,0,0,1073,0.0,0.0,1,0,3,1,6,0,1.0,270.0,0,90,0,0,0,0,3,120000,44,44,44.0,12827.0,5365,270.0,1936,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,Gd,Av,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,1790,20,70.0,8251,7,5,143.0,778.0,0.0,716.0,1494.0,1506,0,0,1506,1.0,0.0,2,0,3,1,7,1,2.0,672.0,192,35,0,0,0,0,4,249000,6,5,6.0,12293.0,10542,1344.0,30,14
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,4,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,4,Y,SBrkr,3,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,2530,20,78.0,10140,7,6,264.0,553.0,68.0,713.0,1334.0,1334,0,0,1334,1.0,0.0,2,0,3,1,7,0,2.0,477.0,0,20,35,0,264,0,4,164500,44,44,44.0,13868.0,9338,954.0,1936,14
RM,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,4,TA,CBlock,None,None,None,None,None,GasA,4,Y,SBrkr,4,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,2893,120,0.0,8239,7,5,0.0,0.0,0.0,0.0,0.0,1295,0,0,1295,0.0,0.0,2,0,2,1,5,0,1.0,312.0,0,0,0,0,0,0,11,230000,25,25,25.0,9846.0,9065,312.0,625,10
RM,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,4,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,4,N,FuseA,4,Typ,4,Attchd,Unf,3,TA,Y,None,GdPrv,None,WD ,2027,70,0.0,5700,7,6,0.0,336.0,0.0,336.0,672.0,672,672,0,1344,1.0,0.0,1,1,3,1,6,1,2.0,456.0,0,0,70,0,0,0,9,140000,82,21,32.0,8242.0,9408,912.0,1722,6
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,Gd,CBlock,TA,Gd,No,ALQ,BLQ,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,683,20,60.0,7200,5,7,0.0,630.0,102.0,0.0,732.0,732,0,0,732,1.0,0.0,1,0,2,1,4,0,1.0,240.0,0,68,0,0,0,0,9,118900,59,59,59.0,8972.0,3660,240.0,3481,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,823,20,71.0,9178,8,5,0.0,0.0,0.0,1468.0,1468.0,1468,0,0,1468,0.0,0.0,2,0,3,1,6,1,3.0,904.0,192,142,0,0,0,0,6,239900,3,3,3.0,13352.0,11744,2712.0,9,12
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,4,TA,CBlock,Gd,TA,No,ALQ,BLQ,GasA,4,Y,SBrkr,3,Typ,1,Attchd,RFn,3,TA,Y,None,None,None,WD ,2374,120,53.0,4043,6,5,0.0,727.0,156.0,186.0,1069.0,1069,0,0,1069,0.0,1.0,2,0,2,1,4,1,2.0,440.0,0,55,0,0,225,0,7,146300,36,36,36.0,6901.0,6414,880.0,1296,8
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,4,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,4,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,1594,120,0.0,4224,5,6,0.0,769.0,0.0,271.0,1040.0,1040,0,0,1040,0.0,0.0,1,0,3,1,6,0,2.0,499.0,0,100,0,0,0,0,6,124000,36,36,36.0,6903.0,5200,998.0,1296,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,3,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,MnPrv,None,WD ,2049,190,75.0,11235,5,5,0.0,925.0,0.0,0.0,925.0,999,0,0,999,1.0,0.0,1,0,3,1,6,0,1.0,308.0,40,176,0,0,0,0,3,130000,48,48,48.0,13683.0,4995,308.0,2304,6
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,GdPrv,None,WD ,1813,20,65.0,8450,7,5,108.0,0.0,0.0,1349.0,1349.0,1349,0,0,1349,0.0,0.0,2,0,3,1,6,0,2.0,539.0,120,55,0,0,0,0,12,179000,11,10,11.0,11970.0,9443,1078.0,110,12
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,3,Typ,0,Attchd,RFn,3,TA,Y,None,None,None,WD ,365,20,99.0,11851,7,5,0.0,0.0,0.0,1424.0,1424.0,1442,0,0,1442,0.0,0.0,2,0,3,1,5,0,2.0,500.0,0,34,0,508,0,0,5,180500,21,21,21.0,15251.0,10094,1000.0,441,10
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,3,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,3,Y,SBrkr,3,Typ,0,Attchd,Unf,3,TA,Y,None,None,None,WD ,176,30,47.0,4608,4,6,0.0,0.0,0.0,747.0,747.0,747,0,0,747,0.0,0.0,1,0,2,1,4,0,1.0,220.0,0,0,0,0,0,0,6,80000,66,61,66.0,6322.0,2988,220.0,4026,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,New,510,20,78.0,9262,8,5,194.0,0.0,0.0,1573.0,1573.0,1578,0,0,1578,0.0,0.0,2,0,3,1,7,1,3.0,840.0,0,36,0,0,0,0,5,287090,3,2,3.0,13483.0,12624,2520.0,6,14
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,4,TA,PConc,None,None,None,None,None,GasA,4,Y,FuseA,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1326,20,70.0,12702,5,5,0.0,0.0,0.0,0.0,0.0,882,0,0,882,0.0,0.0,1,0,2,1,4,0,1.0,308.0,0,45,0,0,0,0,12,97000,55,55,55.0,13937.0,4410,308.0,3025,4
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,3,Attchd,Fin,3,TA,Y,None,None,None,WD ,2423,120,0.0,2938,7,5,40.0,1038.0,0.0,330.0,1368.0,1511,0,0,1511,1.0,0.0,2,0,2,1,5,1,2.0,398.0,130,30,0,0,0,0,5,246990,9,9,9.0,6415.0,10577,796.0,81,10
RL,Grvl,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,2,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,2,Y,SBrkr,3,Typ,3,Attchd,Unf,3,TA,P,None,MnPrv,None,WD ,1631,20,160.0,18160,6,6,138.0,550.0,0.0,752.0,1302.0,1128,0,0,1128,1.0,0.0,1,0,3,1,6,1,2.0,480.0,0,108,246,0,0,0,3,154204,47,47,47.0,21562.0,6768,960.0,2209,6
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,5,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,5,Y,SBrkr,3,Typ,4,Attchd,RFn,3,TA,Y,None,MnPrv,Othr,WD ,1263,20,76.0,11355,7,7,125.0,637.0,0.0,675.0,1312.0,1312,0,0,1312,0.0,0.0,1,1,3,1,6,1,2.0,495.0,0,304,144,0,0,0,4,186000,53,10,53.0,15047.0,9184,990.0,530,6
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,TA,CBlock,TA,TA,No,Rec,Unf,GasA,3,Y,SBrkr,3,Typ,0,Detchd,Unf,3,TA,Y,None,None,None,WD ,1046,160,21.0,1680,5,5,356.0,350.0,0.0,280.0,630.0,630,672,0,1302,0.0,0.0,2,1,3,1,6,0,1.0,264.0,0,0,0,0,0,0,12,111750,39,39,39.0,4232.0,6510,264.0,1521,12
RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,5,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,47,20,110.0,14300,9,5,1095.0,1373.0,0.0,1473.0,2846.0,2696,0,0,2696,1.0,0.0,2,1,3,1,10,2,3.0,958.0,220,150,0,0,0,0,6,500000,8,7,8.0,22265.0,24264,2874.0,56,20
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,5,TA,PConc,Gd,TA,No,Unf,Unf,GasA,5,Y,SBrkr,4,Typ,4,BuiltIn,Fin,3,TA,Y,None,None,None,New,1424,60,65.0,10616,7,5,0.0,0.0,0.0,628.0,628.0,628,728,0,1356,0.0,0.0,2,1,3,1,6,1,2.0,484.0,100,24,0,0,0,0,3,177439,4,4,4.0,13208.0,9492,968.0,16,12
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,5,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,5,Y,SBrkr,5,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,429,60,96.0,11308,9,5,154.0,936.0,0.0,168.0,1104.0,1130,1054,0,2184,1.0,0.0,2,1,3,1,10,1,3.0,836.0,0,102,0,0,0,0,7,335000,3,3,3.0,15688.0,19656,2508.0,9,20
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,3,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,3,Y,SBrkr,3,Typ,4,Attchd,RFn,3,TA,Y,None,None,None,WD ,1031,60,80.0,10480,7,6,660.0,403.0,0.0,400.0,803.0,1098,866,0,1964,0.0,0.0,2,1,4,1,8,1,2.0,483.0,0,69,0,0,0,0,9,205000,35,35,35.0,14459.0,13748,966.0,1225,16
RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,4,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,4,Y,SBrkr,4,Typ,3,Attchd,RFn,3,TA,Y,None,None,None,WD ,1635,120,35.0,5118,8,5,0.0,926.0,0.0,386.0,1312.0,1321,0,0,1321,1.0,0.0,1,0,1,1,4,1,2.0,484.0,0,64,140,0,0,0,8,212000,21,21,21.0,8439.0,10568,968.0,441,4
RM,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Artery,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,5,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,5,Y,SBrkr,4,Typ,4,Attchd,Fin,3,TA,Y,None,None,None,WD ,309,120,44.0,3811,8,5,186.0,1373.0,0.0,221.0,1594.0,1646,0,0,1646,1.0,1.0,2,0,2,1,5,1,2.0,525.0,128,53,0,0,155,0,5,246000,7,6,7.0,8098.0,13168,1050.0,42,10
